71,Fair Game ,11/3/95,91,50000000,11534477
72,Kicking and Screaming ,10/6/95,96,0,718490
73,Mis_rables,3/22/95,175,0,0
74,Bed of Roses ,1/26/96,87,0,19030691
75,Big Bully ,1/26/96,90,15000000,2042530
76,Screamers ,9/8/95,108,20000000,5781885
77,Nico Icon ,2/18/95,70,0,0
78,Crossing Guard,11/15/95,111,0,0
79,Juror,2/2/96,118,44000000,0
80,White Balloon,1/1/95,85,0,0
81,Things to Do in Denver when You're Dead ,12/1/95,116,8000000,529766
82,Antonia's Line ,9/12/95,102,900000,0
83,Once Upon a Time... When We Were Colored ,1/26/96,115,0,0
84,Last Summer in the Hamptons ,11/22/95,108,0,0
85,Angels and Insects ,9/10/95,118,0,0
86,White Squall ,2/2/96,129,38000000,10300000
87,Dunston Checks In ,1/12/96,88,0,0
88,Black Sheep ,2/1/96,87,0,32
89,Nick of Time ,11/22/95,90,8169363,8175346
90,Journey of August King,9/14/95,91,0,0
92,Mary Reilly ,2/23/96,104,47000000,12379402
93,Vampire in Brooklyn ,10/27/95,100,14000000,19800000
94,Beautiful Girls ,2/9/96,112,0,0
95,Broken Arrow ,2/9/96,108,50000000,150270147
96,In the Bleak Midwinter ,12/1/95,99,0,0
97,Hate ,5/31/95,98,3000000,0
98,Shopping ,12/6/94,105,0,0
99,Heidi Fleiss: Hollywood Madam ,12/27/95,106,0,0
100,City Hall ,2/16/96,111,0,0
101,Bottle Rocket ,2/21/96,91,7000000,560069
102,Mr. Wrong ,2/16/96,96,0,0
103,Unforgettable ,2/23/96,106,18000000,0
104,Happy Gilmore ,2/16/96,92,12000000,41205099
105,Bridges of Madison County,5/28/95,135,24000000,182016617
106,Nobody Loves Me ,11/7/94,104,0,0
107,Muppet Treasure Island ,2/16/96,100,0,34327391
108,Catwalk ,12/8/95,95,0,0
109,Headless Body in Topless Bar ,5/20/95,110,0,0
110,Braveheart ,5/24/95,177,72000000,210000000
111,Taxi Driver ,2/8/76,113,1300000,28262574
112,Rumble in the Bronx ,1/30/95,91,7500000,32392047
113,Before and After ,2/23/96,108,35000000,0
114,Margaret's Museum ,9/13/95,114,0,0
115,Happiness Is in the Field ,1/31/95,106,13365000,0
116,Anne Frank Remembered ,6/8/95,117,0,1
117,Young Poisoner's Handbook,1/20/95,99,0,0
118,If Lucy Fell ,3/8/96,92,0,0
119,Steal Big,9/29/95,113,25000000,6278139
120,Race the Sun ,3/22/96,100,0,0
121,Boys of St. Vincent,12/6/92,90,0,0
122,Boomerang ,6/30/92,117,40000000,70100000
123,Chungking Express ,7/14/94,102,0,0
124,Star Maker,9/21/95,113,0,0
125,Flirting With Disaster ,3/22/96,92,7000000,14702438
126,NeverEnding Story III,10/26/94,95,17000000,0
127,Silence of the Palace,9/30/94,116,0,0
128,Jupiter's Wife ,1/1/95,87,0,0
129,Pie in the Sky ,2/9/96,95,0,0
130,Angela ,1/1/95,99,0,0
131,Frankie Starlight ,11/22/95,101,0,0
132,Jade ,10/13/95,95,50000000,9851610
133,Nueba Yol ,8/16/95,102,0,0
134,Sonic Outlaws ,8/1/95,87,0,0
135,Down Periscope ,3/1/96,92,0,0
136,From the Journals of Jean Seberg ,9/8/95,97,0,0
137,Man of the Year ,9/15/95,86,0,209935
138,Neon Bible,8/23/95,91,0,0
139,Target ,8/1/95,122,0,0
140,Up Close and Personal ,3/1/96,119,60000000,0
141,Birdcage,3/8/96,117,0,185260553
142,Shadows ,10/10/90,0,0,0
143,Gospa ,10/12/95,125,0,0
144,Brothers McMullen,8/9/95,98,0,0
145,Bad Boys ,4/7/95,118,19000000,141407024
146,Amazing Panda Adventure,8/25/95,81,0,0
147,Basketball Diaries,4/21/95,102,0,0
148,Awfully Big Adventure,1/1/95,113,0,0
149,Amateur ,8/5/94,105,0,0
150,Apollo 13 ,6/30/95,140,52000000,355237933
151,Rob Roy ,4/13/95,139,28000000,31596911
152,Addiction,1/10/95,82,0,0
153,Batman Forever ,5/31/95,121,100000000,336529144
154,Belle de jour ,5/24/67,101,0,0
155,Beyond Rangoon ,5/24/95,100,0,0
156,Blue in the Face ,9/15/95,83,2000000,1275000
157,Canadian Bacon ,6/8/95,91,11000000,178104
158,Casper ,5/26/95,100,50000000,287928194
159,Clockers ,9/15/95,128,25000000,13071518
160,Congo ,6/9/95,109,50000000,152000000
161,Crimson Tide ,5/12/95,116,53000000,157387195
162,Crumb ,9/10/94,119,0,3174695
163,Desperado ,8/25/95,104,7000000,25405445
164,Devil in a Blue Dress ,9/15/95,102,27000000,16140822
165,Die Hard: With a Vengeance ,5/19/95,128,90000000,366101666
166,Doom Generation,10/27/95,80,0,0
167,Feast of July ,10/12/95,116,0,0
168,First Knight ,7/7/95,134,55000000,127600435
169,Free Willy 2: The Adventure Home ,7/19/95,95,0,0
170,Hackers ,9/14/95,107,20000000,7563728
171,Jeffrey ,8/18/95,92,0,0
172,Johnny Mnemonic ,5/26/95,97,26000000,19075720
173,Judge Dredd ,6/30/95,96,90000000,113493481
174,Jury Duty ,4/12/95,88,0,17014653
175,Kids ,7/28/95,91,1500000,7412216
176,Living in Oblivion ,1/20/95,89,500000,1148752
177,Lord of Illusions ,8/25/95,119,0,0
178,Love & Human Remains ,5/20/93,100,0,0
179,Mad Love ,5/26/95,95,0,15453274
180,Mallrats ,10/20/95,94,6000000,2
181,Mighty Morphin Power Rangers: The Movie ,6/30/95,92,15000000,66000000
182,Moonlight and Valentino ,9/29/95,100,0,0
183,Mute Witness ,10/21/94,95,0,0
184,Nadja ,9/13/94,93,0,0
185,Net,7/28/95,114,22000000,1106279658
186,Nine Months ,7/12/95,103,0,69660733
187,Party Girl ,6/9/95,94,150000,472370
188,Prophecy,9/1/95,98,8,16
189,Reckless ,11/17/95,91,0,0
190,Safe ,6/23/95,119,0,0
191,Scarlet Letter,10/13/95,135,50000000,10382407
192,Show,8/25/95,93,0,0
193,Showgirls ,9/22/95,128,45000000,20350754
194,Smoke ,6/9/95,112,7000000,8349430
195,Something to Talk About ,8/4/95,106,0,50892160
196,Species ,7/7/95,108,35000000,113000000
197,Stars Fell on Henrietta,9/15/95,109,0,0
198,Strange Days ,10/13/95,145,42000000,7959291
199,Umbrellas of Cherbourg,2/19/64,91,0,0
200,Tie That Binds,9/8/95,99,14000000,5780000
201,Three Wishes ,10/27/95,115,0,7025496
202,Total Eclipse ,11/2/95,111,0,339889
203,To Wong Foo,9/7/95,105,0,0
204,Under Siege 2: Dark Territory ,7/13/95,100,60000000,104324083
205,Unstrung Heroes ,9/15/95,93,0,0
206,Unzipped ,8/11/95,73,0,0
207,Walk in the Clouds,8/11/95,103,20000000,50012507
208,Waterworld ,7/28/95,135,175000000,264218220
209,White Man's Burden ,12/1/95,89,8000000,0
210,Wild Bill ,12/1/95,98,30000000,0
211,Browning Version,10/12/94,97,0,0
212,Bushwhacked ,8/4/95,90,0,0
213,Burnt By the Sun ,8/31/94,135,2800000,2616503
214,Before the Rain ,6/9/94,113,0,763847
215,Before Sunrise ,1/27/95,105,2500000,5535405
216,Billy Madison ,2/10/95,89,10000000,26488734
217,Babysitter,10/17/95,90,0,0
218,Boys on the Side ,2/3/95,115,21000000,23450000
219,Cure,4/21/95,97,0,0
220,Castle Freak ,8/4/95,95,0,0
222,Circle of Friends ,3/16/95,103,0,0
223,Clerks ,9/13/94,92,27000,3151130
224,Don Juan DeMarco ,10/1/94,97,25000000,22200000
225,Disclosure ,12/9/94,123,55000000,214015089
226,Dream Man ,1/1/95,0,0,0
227,Drop Zone ,12/8/94,101,45000000,0
228,Destiny Turns on the Radio ,4/28/95,0,0,0
229,Death and the Maiden ,5/4/94,103,0,0
230,Dolores Claiborne ,3/24/95,132,0,0
231,Dumb & Dumber ,12/16/94,107,17000000,247275374
232,Eat Drink Man Woman ,8/3/94,123,0,7294403
233,Exotica ,9/24/94,103,0,0
234,Exit to Eden ,10/14/94,113,0,6841570
235,Ed Wood ,9/27/94,127,18000000,5887457
236,French Kiss ,5/5/95,111,0,0
237,Forget Paris ,5/19/95,101,0,0
238,Far From Home: The Adventures of Yellow Dog ,1/13/95,87,0,0
239,Goofy Movie,4/7/95,78,0,35348597
240,Hideaway ,3/3/95,103,15000000,12201255
241,Fluke ,6/2/95,96,0,0
242,Farinelli: il castrato ,12/7/94,111,0,0
243,Gordy ,5/12/95,90,0,3992809
244,Gumby: The Movie ,12/1/95,77,0,0
245,Glass Shield,9/16/94,109,0,0
246,Hoop Dreams ,9/12/94,171,700000,7830611
247,Heavenly Creatures ,9/2/94,99,5000000,3049135
248,Houseguest ,1/6/95,113,10500000,26325256
249,Immortal Beloved ,12/16/94,121,0,0
250,Heavyweights ,2/17/95,100,0,17689177
251,Hunted,2/24/95,106,0,0
252,I.Q. ,12/24/94,100,25000000,0
253,Interview with the Vampire ,11/11/94,123,60000000,223664608
254,Jefferson in Paris ,3/31/95,139,14000000,2474000
255,Jerky Boys,2/3/95,82,0,0
256,Junior ,11/22/94,109,60000000,37000000
257,Just Cause ,2/17/95,102,0,0
258,Kid in King Arthur's Court,8/11/95,89,0,0
259,Kiss of Death ,4/21/95,101,40000000,0
260,Star Wars: Episode IV - A New Hope ,3/20/77,121,11000000,775398007
261,Little Women ,12/21/94,115,18000000,0
262,Little Princess,5/10/95,97,17000000,0
263,Ladybird Ladybird ,2/18/94,101,0,0
264,Enfer,2/16/94,100,10000000,0
265,Like Water for Chocolate ,4/16/92,105,0,21665468
266,Legends of the Fall ,12/16/94,133,30000000,160638883
267,Major Payne ,3/24/95,95,0,0
268,Little Odessa ,10/27/94,98,0,0
269,My Crazy Life ,6/8/94,92,0,0
270,Love Affair ,10/21/94,108,60000000,0
271,Losing Isaiah ,3/17/95,106,17000000,7603766
272,Madness of King George,12/28/94,107,0,0
273,Mary Shelley's Frankenstein ,11/4/94,123,45000000,112006296
274,Man of the House ,3/3/95,96,0,0
275,Mixed Nuts ,12/21/94,97,15000000,0
276,Milk Money ,8/31/94,108,0,18137661
277,Miracle on 34th Street ,11/18/94,114,0,46264384
278,Miami Rhapsody ,1/27/95,95,6,5
279,My Family ,5/3/95,128,0,0
280,Murder in the First ,1/20/95,122,0,17381942
281,Nobody's Fool ,12/23/94,110,0,0
282,Nell ,12/23/94,112,0,106683817
283,New Jersey Drive ,4/19/95,98,0,0
284,New York Cop ,8/14/93,93,0,0
285,Beyond Bedlam ,4/22/94,89,4800000,0
286,Nemesis 2: Nebula ,9/26/95,83,0,0
287,Nina Takes a Lover ,3/3/95,100,0,0
288,Natural Born Killers ,8/25/94,119,34000000,50282766
289,Only You ,9/17/94,115,0,0
290,Once Were Warriors ,9/2/94,99,0,2201126
291,Poison Ivy II ,1/16/96,106,0,0
292,Outbreak ,3/10/95,127,0,189859560
293,Professional,9/14/94,110,16000000,45284974
294,Perez Family,5/12/95,113,11000000,2832826
295,Pyromaniac's Love Story,4/28/95,94,0,0
296,Pulp Fiction ,10/14/94,154,8000000,213928762
297,Panther ,11/10/95,124,0,6834525
298,Pushing Hands ,2/1/92,105,400000,152322
299,Priest ,1/1/94,98,0,4
300,Quiz Show ,9/16/94,133,0,0
301,Picture Bride ,5/1/94,95,0,0
302,Queen Margot ,5/13/94,162,0,0
303,Quick and the Dead,2/9/95,107,32000000,18552460
304,Roommates ,3/1/95,0,22000000,12400000
305,Ready to Wear ,12/23/94,133,0,0
306,Three Colors: Red ,5/27/94,99,0,0
307,Three Colors: Blue ,1/10/93,98,0,0
308,Three Colors: White ,1/26/94,91,0,0
309,Red Firecracker,10/14/94,111,0,0
310,Rent-a-Kid ,1/1/95,85,0,0
311,Relative Fear ,10/3/95,90,0,0
312,Stuart Saves His Family ,4/12/95,95,0,0
313,Swan Princess,11/18/94,90,35000000,9771658
314,Secret of Roan Inish,1/1/94,97,0,0
315,Specialist,10/7/94,110,45000000,170362582
316,Stargate ,10/28/94,121,55000000,196567262
317,Santa Clause,11/10/94,97,22000000,189833357
318,Shawshank Redemption,9/10/94,142,25000000,28341469
319,Shallow Grave ,12/22/94,89,0,0
320,Suture ,9/14/93,96,0,102780
321,Strawberry and Chocolate ,1/1/93,108,0,0
322,Swimming with Sharks ,9/10/94,101,0,0
324,Sum of Us,7/12/94,100,32,0
325,National Lampoon's Senior Trip ,9/8/95,91,0,0
326,To Live ,6/30/94,125,0,0
327,Tank Girl ,3/31/95,98,25000000,6600000
328,Tales From the Crypt Presents: Demon Knight ,1/13/95,92,0,0
329,Star Trek: Generations ,11/17/94,118,38000000,120000000
330,Tales from the Hood ,5/24/95,98,6,11
331,Tom & Viv ,4/15/94,115,0,0
332,Village of the Damned ,4/28/95,99,0,0
333,Tommy Boy ,3/31/95,97,0,32648673
334,Vanya on 42nd Street ,9/13/94,119,0,0
335,Underneath,4/28/95,99,6500000,0
336,Walking Dead,2/24/95,88,0,0
337,What's Eating Gilbert Grape ,12/17/93,118,11000000,30000000
338,Virtuosity ,8/4/95,106,30000000,24048000
339,While You Were Sleeping ,4/21/95,103,17000000,182057016
340,War,11/4/94,126,0,0
341,Double Happiness ,9/7/94,87,0,759393
342,Muriel's Wedding ,9/29/94,106,3000000,15119639
343,Baby-Sitters Club,8/18/95,94,0,0
344,Ace Ventura: Pet Detective ,2/4/94,86,15000000,107217396
345,Adventures of Priscilla,5/31/94,104,0,0
346,Backbeat ,4/1/94,100,0,0
347,Bitter Moon ,9/2/92,139,5000000,1862805
348,Bullets Over Broadway ,10/14/94,98,0,0
349,Clear and Present Danger ,8/3/94,141,62000000,215887717
350,Client,7/20/94,119,45000000,117615211
351,Corrina,8/12/94,115,0,0
352,Crooklyn ,5/13/94,115,0,0
353,Crow,5/11/94,102,15000000,94000000
354,Cobb ,12/2/94,128,0,1007583
355,Flintstones,5/26/94,91,46000000,341631208
356,Forrest Gump ,7/6/94,142,55000000,677945399
357,Four Weddings and a Funeral ,3/9/94,117,6000000,254700832
358,Higher Learning ,1/11/95,127,0,38290723
359,I Like It Like That ,10/14/94,104,0,1777020
360,I Love Trouble ,6/29/94,123,45000000,0
361,It Could Happen to You ,7/29/94,101,0,0
362,Jungle Book,12/23/94,111,0,0
363,Wonderful,9/11/93,180,0,449707
364,Lion King,6/23/94,89,45000000,788241776
365,Little Buddha ,12/1/93,140,35000000,4858139
366,Wes Craven's New Nightmare ,10/14/94,112,14000000,18090181
367,Mask,7/29/94,101,23000000,351583407
368,Maverick ,5/20/94,127,0,0
369,Mrs. Parker and the Vicious Circle ,9/7/94,125,0,0
370,Naked Gun 33 1/3: The Final Insult ,3/18/94,83,30000000,51132598
371,Paper,3/18/94,112,6000000,0
372,Reality Bites ,2/18/94,99,11500000,20079850
373,Red Rock West ,6/16/93,98,8000000,2000000
374,Richie Rich ,12/19/94,95,40000000,0
375,Safe Passage ,12/1/94,98,0,0
376,River Wild,9/30/94,108,0,0
377,Speed ,6/9/94,116,30000000,350448145
378,Speechless ,12/16/94,99,0,0
379,Timecop ,9/15/94,99,27000000,101646581
380,True Lies ,7/14/94,141,115000000,378882411
381,When a Man Loves a Woman ,4/29/94,126,0,50021959
382,Wolf ,6/17/94,125,0,0
383,Wyatt Earp ,6/24/94,191,63000000,25052000
384,Bad Company ,1/20/95,108,0,0
385,Man of No Importance,12/22/94,99,0,953
386,S.F.W. ,9/15/94,96,0,0
387,Low Down Dirty Shame,11/23/94,100,10000000,29392418
388,Boys Life ,9/30/94,91,0,0
389,Colonel Chabert,1/1/94,110,0,0
390,Faster Pussycat! Kill! Kill! ,8/6/65,83,45000,0
391,Jason's Lyric ,9/28/94,119,7000000,20851521
392,Secret Adventures of Tom Thumb,12/10/93,61,0,0
393,Street Fighter ,12/22/94,102,35000000,99423521
394,Coldblooded ,9/15/95,92,0,0
395,Desert Winds ,12/31/97,97,0,0
396,Fall Time ,5/13/95,88,0,0
397,Fear,1/20/95,98,0,0
398,Frank and Ollie ,10/20/95,89,0,0
399,Girl in the Cadillac ,10/24/95,89,0,0
400,Homage ,5/3/95,97,0,0
401,Mirage ,11/21/95,92,0,0
402,Open Season ,5/3/96,97,0,0
403,Two Crimes ,5/26/95,0,0,0
404,Brother Minister: The Assassination of Malcolm X ,3/1/95,115,0,0
405,Highlander III: The Sorcerer ,11/29/94,99,26000000,36800000
406,Federal Hill ,2/24/95,97,0,0
407,In the Mouth of Madness ,12/12/94,95,8000000,8946600
408,8 Seconds ,2/25/94,105,0,0
409,Above the Rim ,3/23/94,96,0,0
410,Addams Family Values ,11/19/93,94,0,48919043
411,You So Crazy ,4/27/94,84,0,0
412,Age of Innocence,9/17/93,139,34000000,32255440
413,Airheads ,8/5/94,92,0,0
414,Air Up There,1/7/94,107,17080000,21011500
415,Another Stakeout ,7/22/93,105,0,0
416,Bad Girls ,4/22/94,99,0,15240435
417,Barcelona ,7/29/94,100,3200000,0
418,Being Human ,5/6/94,122,0,0
419,Beverly Hillbillies,10/15/93,93,0,0
420,Beverly Hills Cop III ,5/24/94,104,50000000,119208989
421,Black Beauty ,7/29/94,88,0,0
422,Blink ,1/26/94,106,0,16668552
423,Blown Away ,7/1/94,121,0,30156002
424,Blue Chips ,2/18/94,108,0,0
425,Blue Sky ,9/16/94,101,0,0
426,Body Snatchers ,6/9/93,87,13000000,428868
427,Boxing Helena ,6/18/93,107,0,1796389
428,Bronx Tale,9/14/93,121,22000000,17287898
429,Cabin Boy ,1/7/94,80,0,3662459
430,Calendar Girl ,9/3/93,90,13000000,2570145
431,Carlito's Way ,11/10/93,144,30000000,36516012
432,City Slickers II: The Legend of Curly's Gold ,6/10/94,116,0,0
433,Clean Slate ,5/6/94,107,0,7355425
434,Cliffhanger ,5/28/93,112,70000000,255000211
435,Coneheads ,7/23/93,88,0,0
436,Color of Night ,8/19/94,121,40000000,19726050
437,Cops and Robbersons ,4/15/94,93,0,0
438,Cowboy Way,6/3/94,102,0,0
439,Dangerous Game ,11/19/93,108,0,0
440,Dave ,5/7/93,110,0,63000000
441,Dazed and Confused ,9/24/93,102,6900000,7993039
442,Demolition Man ,10/8/93,115,57000000,159055768
443,Endless Summer 2,6/3/94,109,0,0
444,Even Cowgirls Get the Blues ,9/13/93,96,8000000,0
445,Fatal Instinct ,10/29/93,91,0,0
446,Farewell My Concubine ,9/16/93,171,0,0
447,Favor,4/29/94,97,0,0
448,Fearless ,10/15/93,122,0,0
449,Fear of a Black Hat ,10/28/94,88,0,0
450,With Honors ,4/29/94,103,0,0
451,Flesh and Bone ,11/5/93,126,0,9488998
452,Widows' Peak ,5/13/94,101,0,0
453,For Love or Money ,10/1/93,94,30000000,11146270
454,Firm,6/30/93,154,42000000,270248367
455,Free Willy ,7/16/93,112,20000000,153698625
456,Fresh ,8/24/94,114,0,0
457,Fugitive,8/6/93,130,40000000,368875760
458,Geronimo: An American Legend ,12/10/93,115,35000000,18635620
459,Getaway,2/11/94,115,0,0
460,Getting Even with Dad ,6/17/94,109,30000000,0
461,Go Fish ,6/10/94,83,0,0
462,Good Man in Africa,7/14/94,94,0,0
463,Guilty as Sin ,6/4/93,107,0,22886222
464,Hard Target ,8/20/93,97,18000000,74189677
465,Heaven & Earth ,12/24/93,140,33000000,0
466,Hot Shots! Part Deux ,5/21/93,86,25000000,133752825
467,Live Nude Girls ,12/8/95,95,0,0
468,Englishman Who Went Up a Hill,5/12/95,99,0,0
469,House of the Spirits,10/19/93,140,25000000,6
470,House Party 3 ,1/1/94,100,0,0
471,Hudsucker Proxy,3/11/94,111,30000000,0
472,I'll Do Anything ,2/4/94,115,40000000,0
473,In the Army Now ,8/12/94,91,0,28881266
474,In the Line of Fire ,7/8/93,128,40000000,176997168
475,In the Name of the Father ,12/12/93,133,13000000,65796862
476,Inkwell,4/22/94,110,0,8880705
477,What's Love Got to Do with It? ,6/9/93,118,0,0
478,Jimmy Hollywood ,3/30/94,112,30000000,0
479,Judgment Night ,10/15/93,110,0,12136938
480,Jurassic Park ,6/11/93,127,63000000,920100000
481,Kalifornia ,9/1/93,117,9000000,2395231
482,Killing Zoe ,10/1/93,96,1500000,418961
483,King of the Hill ,8/20/93,103,0,0
484,Lassie ,7/22/94,94,0,0
485,Last Action Hero ,6/17/93,130,85000000,137298489
486,Life with Mikey ,6/4/93,91,0,0
487,Lightning Jack ,3/11/94,98,0,0
488,M. Butterfly ,9/9/93,101,0,1499795
489,Made in America ,5/27/93,111,22000000,0
490,Malice ,9/29/93,107,0,46405336
491,Man Without a Face,8/25/93,114,0,0
492,Manhattan Murder Mystery ,8/18/93,104,13500000,11285588
493,Menace II Society ,5/26/93,97,3500000,27900000
494,Executive Decision ,3/15/96,133,55000000,121969216
495,In the Realm of the Senses ,5/15/76,105,0,0
496,What Happened Was... ,9/9/94,91,0,0
497,Much Ado About Nothing ,5/7/93,111,8000000,0
498,Mr. Jones ,10/8/93,114,0,0
499,Mr. Wonderful ,10/15/93,98,0,0
500,Mrs. Doubtfire ,11/24/93,125,25000000,441286195
501,Naked ,9/14/93,131,0,0
502,Next Karate Kid,7/18/94,107,12000000,15826984
503,New Age,9/14/94,112,0,0
504,No Escape ,4/29/94,118,20000000,0
505,North ,7/22/94,87,40000000,0
506,Orlando ,9/1/92,93,4000000,0
507,Perfect World,11/24/93,138,30000000,135130999
508,Philadelphia ,12/22/93,125,26000000,206678440
509,Piano,5/19/93,121,7000000,116700000
510,Poetic Justice ,7/23/93,109,14000000,27515786
511,Program,9/24/93,112,0,23042200
512,Robert A. Heinlein's The Puppet Masters ,10/21/94,109,0,8638072
513,Radioland Murders ,10/21/94,108,0,0
514,Ref,3/9/94,97,11000000,11439193
515,Remains of the Day,11/5/93,134,11500000,23237911
516,Renaissance Man ,6/3/94,128,40000000,24332324
517,Rising Sun ,7/30/93,125,0,0
518,Road to Wellville,10/28/94,118,0,0
519,Robocop 3 ,11/5/93,104,22000000,10696210
520,Robin Hood: Men in Tights ,7/28/93,104,20000000,35739755
521,Romeo Is Bleeding ,9/13/93,100,10000000,0
522,Romper Stomper ,3/5/92,94,0,0
523,Ruby in Paradise ,10/8/93,114,800000,1001437
524,Rudy ,9/17/93,114,12000000,22750363
525,Saint of Fort Washington,11/3/93,99,0,0
526,Savage Nights ,8/19/92,126,0,0
527,Schindler's List ,11/29/93,195,22000000,321265768
528,Scout,9/30/94,101,0,0
529,Searching for Bobby Fischer ,8/13/93,110,0,7266383
530,Second Best ,9/30/94,105,0,0
531,Secret Garden,8/13/93,102,0,0
532,Serial Mom ,4/13/94,95,13000000,7820688
533,Shadow,7/1/94,108,25000000,48063435
534,Shadowlands ,12/25/93,131,22000000,0
535,Short Cuts ,9/5/93,187,0,6110979
536,Simple Twist of Fate,9/2/94,106,0,0
537,Sirens ,10/1/93,98,0,7770731
538,Six Degrees of Separation ,12/8/93,112,0,0
539,Sleepless in Seattle ,6/24/93,105,21000000,227799884
540,Sliver ,5/21/93,108,40000000,116300000
541,Blade Runner ,6/25/82,117,28000000,32768670
542,Son in Law ,7/2/93,95,0,36448200
543,So I Married an Axe Murderer ,7/30/93,93,20000000,11585483
544,Striking Distance ,9/17/93,102,30,0
545,Harlem ,11/20/85,113,0,0
546,Super Mario Bros. ,5/27/93,104,42000000,20844907
547,Surviving the Game ,4/15/94,96,7400000,7690013
548,Terminal Velocity ,9/23/94,102,50000000,16478900
549,Thirty-Two Short Films About Glenn Gould ,11/26/93,93,0,0
550,Threesome ,4/8/94,93,0,0
551,Nightmare Before Christmas,10/9/93,76,18000000,75634409
552,Three Musketeers,11/11/93,105,30000000,53898845
553,Tombstone ,12/25/93,130,25000000,56505065
554,Trial by Jury ,9/9/94,107,0,0
555,True Romance ,9/9/93,120,12500000,12281551
556,War Room,12/5/93,96,0,0
557,Mamma Roma ,10/10/90,0,0,0
558,Pagemaster,11/23/94,80,27000000,13670688
559,Paris,2/4/94,112,0,0
560,Beans of Egypt,1/1/94,0,0,0
561,Killer ,9/14/94,97,0,0
562,Welcome to the Dollhouse ,5/24/95,88,0,0
563,Germinal ,9/29/93,160,0,0
564,Chasers ,4/22/94,102,0,1596687
565,Cronos ,9/12/93,94,0,0
566,Naked in New York ,1/1/93,95,0,0
567,Kika ,10/28/93,117,0,0
568,Bhaji on the Beach ,1/21/94,100,0,0
569,Little Big League ,6/29/94,119,0,0
570,Slingshot,9/24/93,102,0,0
571,Wedding Gift,1/24/94,102,0,0
572,Foreign Student ,7/29/94,90,0,0
573,Ciao,10/1/92,100,0,0
574,Spanking the Monkey ,1/15/94,106,200000,0
575,Little Rascals,8/5/94,82,0,67308282
576,Fausto ,9/10/93,82,0,0
