,MovieId,Movie Title,Genre,year,runtime,revenue,budget
98,100,City Hall ,"Drama,Thriller",1996-02-16,111,0,0
99,101,Bottle Rocket ,Comedy,1996-02-21,91,560069,7000000
100,102,Mr. Wrong ,Comedy,1996-02-16,96,0,0
101,103,Unforgettable ,Thriller,1996-02-23,106,0,18000000
102,104,Happy Gilmore ,Comedy,1996-02-16,92,41205099,12000000
103,105,Bridges of Madison County,,1995-05-28,135,182016617,24000000
104,106,Nobody Loves Me ,"Comedy,Drama",1994-11-07,104,0,0
105,107,Muppet Treasure Island ,"Adventure,Children's,Comedy,Musical",1996-02-16,100,34327391,0
106,108,Catwalk ,Documentary,1995-12-08,95,0,0
107,109,Headless Body in Topless Bar ,Comedy,1995-05-20,110,0,0
108,110,Braveheart ,"Action,Drama,War",1995-05-24,177,210000000,72000000
109,111,Taxi Driver ,"Drama,Thriller",1976-02-08,113,28262574,1300000
110,112,Rumble in the Bronx ,"Action,Adventure,Crime",1995-01-30,91,32392047,7500000
111,113,Before and After ,"Drama,Mystery",1996-02-23,108,0,35000000
112,114,Margaret's Museum ,Drama,1995-09-13,114,0,0
113,115,Happiness Is in the Field ,Comedy,1995-01-31,106,0,13365000
114,116,Anne Frank Remembered ,Documentary,1995-06-08,117,1,0
115,117,Young Poisoner's Handbook,,1995-01-20,99,0,0
116,118,If Lucy Fell ,"Comedy,Romance",1996-03-08,92,0,0
117,119,Steal Big,,1995-09-29,113,6278139,25000000
118,120,Race the Sun ,Drama,1996-03-22,100,0,0
119,121,Boys of St. Vincent,,1992-12-06,90,0,0
120,122,Boomerang ,"Comedy,Romance",1992-06-30,117,70100000,40000000
121,123,Chungking Express ,"Drama,Mystery,Romance",1994-07-14,102,0,0
122,124,Star Maker,,1995-09-21,113,0,0
123,125,Flirting With Disaster ,Comedy,1996-03-22,92,14702438,7000000
124,126,NeverEnding Story III,,1994-10-26,95,0,17000000
125,127,Silence of the Palace,,1994-09-30,116,0,0
126,128,Jupiter's Wife ,Documentary,1995-01-01,87,0,0
127,129,Pie in the Sky ,"Comedy,Romance",1996-02-09,95,0,0
128,130,Angela ,Drama,1995-01-01,99,0,0
129,131,Frankie Starlight ,"Drama,Romance",1995-11-22,101,0,0
130,132,Jade ,Thriller,1995-10-13,95,9851610,50000000
131,133,Nueba Yol ,"Comedy,Drama",1995-08-16,102,0,0
132,134,Sonic Outlaws ,Documentary,1995-08-01,87,0,0
133,135,Down Periscope ,Comedy,1996-03-01,92,0,0
134,136,From the Journals of Jean Seberg ,Documentary,1995-09-08,97,0,0
135,137,Man of the Year ,Documentary,1995-09-15,86,209935,0
136,138,Neon Bible,,1995-08-23,91,0,0
137,139,Target ,"Action,Drama",1995-08-01,122,0,0
138,140,Up Close and Personal ,"Drama,Romance",1996-03-01,119,0,60000000
139,141,Birdcage,,1996-03-08,117,185260553,0
140,142,Shadows ,Drama,0,,,
141,143,Gospa ,Drama,1995-10-12,125,0,0
142,144,Brothers McMullen,,1995-08-09,98,0,0
143,145,Bad Boys ,Action,1995-04-07,118,141407024,19000000
144,146,Amazing Panda Adventure,,1995-08-25,81,0,0
145,147,Basketball Diaries,,1995-04-21,102,0,0
146,148,Awfully Big Adventure,,1995-01-01,113,0,0
147,149,Amateur ,"Crime,Drama,Thriller",1994-08-05,105,0,0
148,150,Apollo 13 ,Drama,1995-06-30,140,355237933,52000000
149,151,Rob Roy ,"Drama,Romance,War",1995-04-13,139,31596911,28000000
150,152,Addiction,,1995-01-10,82,0,0
151,153,Batman Forever ,"Action,Adventure,Comedy,Crime",1995-05-31,121,336529144,100000000
152,154,Belle de jour ,Drama,1967-05-24,101,0,0
153,155,Beyond Rangoon ,"Drama,War",1995-05-24,100,0,0
154,156,Blue in the Face ,Comedy,1995-09-15,83,1275000,2000000
155,157,Canadian Bacon ,"Comedy,War",1995-06-08,91,178104,11000000
156,158,Casper ,"Adventure,Children's",1995-05-26,100,287928194,50000000
157,159,Clockers ,Drama,1995-09-15,128,13071518,25000000
158,160,Congo ,"Action,Adventure,Mystery,Sci-Fi",1995-06-09,109,152000000,50000000
159,161,Crimson Tide ,"Drama,Thriller,War",1995-05-12,116,157387195,53000000
160,162,Crumb ,Documentary,1994-09-10,119,3174695,0
161,163,Desperado ,"Action,Romance,Thriller",1995-08-25,104,25405445,7000000
162,164,Devil in a Blue Dress ,"Crime,Film-Noir,Mystery,Thriller",1995-09-15,102,16140822,27000000
163,165,Die Hard: With a Vengeance ,"Action,Thriller",1995-05-19,128,366101666,90000000
164,166,Doom Generation,,1995-10-27,80,0,0
165,167,Feast of July ,Drama,1995-10-12,116,0,0
166,168,First Knight ,"Action,Adventure,Drama,Romance",1995-07-07,134,127600435,55000000
167,169,Free Willy 2: The Adventure Home ,"Adventure,Children's,Drama",1995-07-19,95,0,0
168,170,Hackers ,"Action,Crime,Thriller",1995-09-14,107,7563728,20000000
169,171,Jeffrey ,Comedy,1995-08-18,92,0,0
170,172,Johnny Mnemonic ,"Action,Sci-Fi,Thriller",1995-05-26,97,19075720,26000000
171,173,Judge Dredd ,"Action,Adventure,Sci-Fi",1995-06-30,96,113493481,90000000
172,174,Jury Duty ,Comedy,1995-04-12,88,17014653,0
173,175,Kids ,Drama,1995-07-28,91,7412216,1500000
174,176,Living in Oblivion ,Comedy,1995-01-20,89,1148752,500000
175,177,Lord of Illusions ,Horror,1995-08-25,119,0,0
176,178,Love & Human Remains ,Comedy,1993-05-20,100,0,0
177,179,Mad Love ,"Drama,Romance",1995-05-26,95,15453274,0
178,180,Mallrats ,Comedy,1995-10-20,94,2,6000000
179,181,Mighty Morphin Power Rangers: The Movie ,"Action,Children's",1995-06-30,92,66000000,15000000
180,182,Moonlight and Valentino ,"Drama,Romance",1995-09-29,100,0,0
181,183,Mute Witness ,Thriller,1994-10-21,95,0,0
182,184,Nadja ,Drama,1994-09-13,93,0,0
183,185,Net,,1995-07-28,114,1106279658,22000000
184,186,Nine Months ,Comedy,1995-07-12,103,69660733,0
185,187,Party Girl ,Comedy,1995-06-09,94,472370,150000
186,188,Prophecy,,1995-09-01,98,16,8
187,189,Reckless ,Comedy,1995-11-17,91,0,0
188,190,Safe ,Thriller,1995-06-23,119,0,0
189,191,Scarlet Letter,,1995-10-13,135,10382407,50000000
190,192,Show,,1995-08-25,93,0,0
191,193,Showgirls ,Drama,1995-09-22,128,20350754,45000000
192,194,Smoke ,Drama,1995-06-09,112,8349430,7000000
193,195,Something to Talk About ,"Comedy,Drama,Romance",1995-08-04,106,50892160,0
194,196,Species ,"Horror,Sci-Fi",1995-07-07,108,113000000,35000000
195,197,Stars Fell on Henrietta,,1995-09-15,109,0,0
196,198,Strange Days ,"Action,Crime,Sci-Fi",1995-10-13,145,7959291,42000000
197,199,Umbrellas of Cherbourg,,1964-02-19,91,0,0
198,200,Tie That Binds,,1995-09-08,99,5780000,14000000
199,201,Three Wishes ,Drama,1995-10-27,115,7025496,0
200,202,Total Eclipse ,"Drama,Romance",1995-11-02,111,339889,0
201,203,To Wong Foo,,1995-09-07,105,0,0
202,204,Under Siege 2: Dark Territory ,Action,1995-07-13,100,104324083,60000000
203,205,Unstrung Heroes ,"Comedy,Drama",1995-09-15,93,0,0
204,206,Unzipped ,Documentary,1995-08-11,73,0,0
205,207,Walk in the Clouds,,1995-08-11,103,50012507,20000000
206,208,Waterworld ,"Action,Adventure",1995-07-28,135,264218220,175000000
207,209,White Man's Burden ,Drama,1995-12-01,89,0,8000000
208,210,Wild Bill ,Western,1995-12-01,98,0,30000000
209,211,Browning Version,,1994-10-12,97,0,0
210,212,Bushwhacked ,Comedy,1995-08-04,90,0,0
211,213,Burnt By the Sun ,Drama,1994-08-31,135,2616503,2800000
212,214,Before the Rain ,Drama,1994-06-09,113,763847,0
213,215,Before Sunrise ,"Drama,Romance",1995-01-27,105,5535405,2500000
214,216,Billy Madison ,Comedy,1995-02-10,89,26488734,10000000
215,217,Babysitter,,1995-10-17,90,0,0
216,218,Boys on the Side ,"Comedy,Drama",1995-02-03,115,23450000,21000000
217,219,Cure,,1995-04-21,97,0,0
218,220,Castle Freak ,Horror,1995-08-04,95,0,0
219,222,Circle of Friends ,"Drama,Romance",1995-03-16,103,0,0
220,223,Clerks ,Comedy,1994-09-13,92,3151130,27000
221,224,Don Juan DeMarco ,"Comedy,Drama,Romance",1994-10-01,97,22200000,25000000
222,225,Disclosure ,"Drama,Thriller",1994-12-09,123,214015089,55000000
223,226,Dream Man ,Thriller,1995-01-01,0,0,0
224,227,Drop Zone ,Action,1994-12-08,101,0,45000000
225,228,Destiny Turns on the Radio ,Comedy,1995-04-28,0,0,0
226,229,Death and the Maiden ,"Drama,Thriller",1994-05-04,103,0,0
227,230,Dolores Claiborne ,"Drama,Thriller",1995-03-24,132,0,0
228,231,Dumb & Dumber ,Comedy,1994-12-16,107,247275374,17000000
229,232,Eat Drink Man Woman ,"Comedy,Drama",1994-08-03,123,7294403,0
230,233,Exotica ,Drama,1994-09-24,103,0,0
231,234,Exit to Eden ,Comedy,1994-10-14,113,6841570,0
232,235,Ed Wood ,"Comedy,Drama",1994-09-27,127,5887457,18000000
233,236,French Kiss ,"Comedy,Romance",1995-05-05,111,0,0
234,237,Forget Paris ,"Comedy,Romance",1995-05-19,101,0,0
235,238,Far From Home: The Adventures of Yellow Dog ,"Adventure,Children's",1995-01-13,87,0,0
236,239,Goofy Movie,,1995-04-07,78,35348597,0
237,240,Hideaway ,Thriller,1995-03-03,103,12201255,15000000
238,241,Fluke ,"Children's,Drama",1995-06-02,96,0,0
239,242,Farinelli: il castrato ,"Drama,Musical",1994-12-07,111,0,0
240,243,Gordy ,Comedy,1995-05-12,90,3992809,0
241,244,Gumby: The Movie ,"Animation,Children's",1995-12-01,77,0,0
242,245,Glass Shield,,1994-09-16,109,0,0
243,246,Hoop Dreams ,Documentary,1994-09-12,171,7830611,700000
244,247,Heavenly Creatures ,"Drama,Fantasy,Romance,Thriller",1994-09-02,99,3049135,5000000
245,248,Houseguest ,Comedy,1995-01-06,113,26325256,10500000
246,249,Immortal Beloved ,"Drama,Romance",1994-12-16,121,0,0
247,250,Heavyweights ,"Children's,Comedy",1995-02-17,100,17689177,0
248,251,Hunted,,1995-02-24,106,0,0
249,252,I.Q. ,"Comedy,Romance",1994-12-24,100,0,25000000
250,253,Interview with the Vampire ,"Drama,Horror",1994-11-11,123,223664608,60000000
251,254,Jefferson in Paris ,Drama,1995-03-31,139,2474000,14000000
252,255,Jerky Boys,,1995-02-03,82,0,0
253,256,Junior ,"Comedy,Sci-Fi",1994-11-22,109,37000000,60000000
254,257,Just Cause ,"Mystery,Thriller",1995-02-17,102,0,0
255,258,Kid in King Arthur's Court,,1995-08-11,89,0,0
256,259,Kiss of Death ,"Crime,Drama,Thriller",1995-04-21,101,0,40000000
257,260,Star Wars: Episode IV - A New Hope ,"Action,Adventure,Fantasy,Sci-Fi",1977-03-20,121,775398007,11000000
258,261,Little Women ,Drama,1994-12-21,115,0,18000000
259,262,Little Princess,,1995-05-10,97,0,17000000
260,263,Ladybird Ladybird ,Drama,1994-02-18,101,0,0
261,264,Enfer,,1994-02-16,100,0,10000000
262,265,Like Water for Chocolate ,"Drama,Romance",1992-04-16,105,21665468,0
263,266,Legends of the Fall ,"Drama,Romance,War,Western",1994-12-16,133,160638883,30000000
264,267,Major Payne ,Comedy,1995-03-24,95,0,0
265,268,Little Odessa ,Drama,1994-10-27,98,0,0
266,269,My Crazy Life ,Drama,1994-06-08,92,0,0
267,270,Love Affair ,"Drama,Romance",1994-10-21,108,0,60000000
268,271,Losing Isaiah ,Drama,1995-03-17,106,7603766,17000000
269,272,Madness of King George,,1994-12-28,107,0,0
270,273,Mary Shelley's Frankenstein ,"Drama,Horror",1994-11-04,123,112006296,45000000
271,274,Man of the House ,Comedy,1995-03-03,96,0,0
272,275,Mixed Nuts ,Comedy,1994-12-21,97,0,15000000
273,276,Milk Money ,"Comedy,Romance",1994-08-31,108,18137661,0
274,277,Miracle on 34th Street ,Drama,1994-11-18,114,46264384,0
275,278,Miami Rhapsody ,Comedy,1995-01-27,95,5,6
276,279,My Family ,Drama,1995-05-03,128,0,0
277,280,Murder in the First ,"Drama,Thriller",1995-01-20,122,17381942,0
278,281,Nobody's Fool ,Drama,1994-12-23,110,0,0
279,282,Nell ,Drama,1994-12-23,112,106683817,0
280,283,New Jersey Drive ,"Crime,Drama",1995-04-19,98,0,0
281,284,New York Cop ,"Action,Crime",1993-08-14,93,0,0
282,285,Beyond Bedlam ,"Drama,Horror",1994-04-22,89,0,4800000
283,286,Nemesis 2: Nebula ,"Action,Sci-Fi,Thriller",1995-09-26,83,0,0
284,287,Nina Takes a Lover ,"Comedy,Romance",1995-03-03,100,0,0
285,288,Natural Born Killers ,"Action,Thriller",1994-08-25,119,50282766,34000000
286,289,Only You ,"Comedy,Romance",1994-09-17,115,0,0
287,290,Once Were Warriors ,"Crime,Drama",1994-09-02,99,2201126,0
288,291,Poison Ivy II ,Thriller,1996-01-16,106,0,0
289,292,Outbreak ,"Action,Drama,Thriller",1995-03-10,127,189859560,0
290,293,Professional,,1994-09-14,110,45284974,16000000
291,294,Perez Family,,1995-05-12,113,2832826,11000000
292,295,Pyromaniac's Love Story,,1995-04-28,94,0,0
293,296,Pulp Fiction ,"Crime,Drama",1994-10-14,154,213928762,8000000
294,297,Panther ,Drama,1995-11-10,124,6834525,0
295,298,Pushing Hands ,Comedy,1992-02-01,105,152322,400000
296,299,Priest ,Drama,1994-01-01,98,4,0
297,300,Quiz Show ,Drama,1994-09-16,133,0,0
298,301,Picture Bride ,"Drama,Romance",1994-05-01,95,0,0
299,302,Queen Margot ,"Drama,Romance",1994-05-13,162,0,0
300,303,Quick and the Dead,,1995-02-09,107,18552460,32000000
301,304,Roommates ,"Comedy,Drama",1995-03-01,0,12400000,22000000
302,305,Ready to Wear ,Comedy,1994-12-23,133,0,0
303,306,Three Colors: Red ,Drama,1994-05-27,99,0,0
304,307,Three Colors: Blue ,Drama,1993-01-10,98,0,0
305,308,Three Colors: White ,Drama,1994-01-26,91,0,0
306,309,Red Firecracker,,1994-10-14,111,0,0
307,310,Rent-a-Kid ,Comedy,1995-01-01,85,0,0
308,311,Relative Fear ,"Horror,Thriller",1995-10-03,90,0,0
309,312,Stuart Saves His Family ,Comedy,1995-04-12,95,0,0
310,313,Swan Princess,,1994-11-18,90,9771658,35000000
311,314,Secret of Roan Inish,,1994-01-01,97,0,0
312,315,Specialist,,1994-10-07,110,170362582,45000000
313,316,Stargate ,"Action,Adventure,Sci-Fi",1994-10-28,121,196567262,55000000
314,317,Santa Clause,,1994-11-10,97,189833357,22000000
315,318,Shawshank Redemption,,1994-09-10,142,28341469,25000000
316,319,Shallow Grave ,Thriller,1994-12-22,89,0,0
317,320,Suture ,"Film-Noir,Thriller",1993-09-14,96,102780,0
318,321,Strawberry and Chocolate ,Drama,1993-01-01,108,0,0
319,322,Swimming with Sharks ,"Comedy,Drama",1994-09-10,101,0,0
320,324,Sum of Us,,1994-07-12,100,0,32
321,325,National Lampoon's Senior Trip ,Comedy,1995-09-08,91,0,0
322,326,To Live ,Drama,1994-06-30,125,0,0
323,327,Tank Girl ,"Action,Comedy,Musical,Sci-Fi",1995-03-31,98,6600000,25000000
324,328,Tales From the Crypt Presents: Demon Knight ,Horror,1995-01-13,92,0,0
325,329,Star Trek: Generations ,"Action,Adventure,Sci-Fi",1994-11-17,118,120000000,38000000
326,330,Tales from the Hood ,"Comedy,Horror",1995-05-24,98,11,6
327,331,Tom & Viv ,Drama,1994-04-15,115,0,0
328,332,Village of the Damned ,"Horror,Sci-Fi",1995-04-28,99,0,0
329,333,Tommy Boy ,Comedy,1995-03-31,97,32648673,0
330,334,Vanya on 42nd Street ,Drama,1994-09-13,119,0,0
331,335,Underneath,,1995-04-28,99,0,6500000
332,336,Walking Dead,,1995-02-24,88,0,0
333,337,What's Eating Gilbert Grape ,Drama,1993-12-17,118,30000000,11000000
334,338,Virtuosity ,"Sci-Fi,Thriller",1995-08-04,106,24048000,30000000
335,339,While You Were Sleeping ,"Comedy,Romance",1995-04-21,103,182057016,17000000
336,340,War,,1994-11-04,126,0,0
337,341,Double Happiness ,Drama,1994-09-07,87,759393,0
338,342,Muriel's Wedding ,"Comedy,Romance",1994-09-29,106,15119639,3000000
339,343,Baby-Sitters Club,,1995-08-18,94,0,0
340,344,Ace Ventura: Pet Detective ,Comedy,1994-02-04,86,107217396,15000000
341,345,Adventures of Priscilla,,1994-05-31,104,0,0
342,346,Backbeat ,"Drama,Musical",1994-04-01,100,0,0
343,347,Bitter Moon ,Drama,1992-09-02,139,1862805,5000000
344,348,Bullets Over Broadway ,Comedy,1994-10-14,98,0,0
345,349,Clear and Present Danger ,"Action,Adventure,Thriller",1994-08-03,141,215887717,62000000
346,350,Client,,1994-07-20,119,117615211,45000000
347,351,Corrina,,1994-08-12,115,0,0
348,352,Crooklyn ,Comedy,1994-05-13,115,0,0
349,353,Crow,,1994-05-11,102,94000000,15000000
350,354,Cobb ,Drama,1994-12-02,128,1007583,0
351,355,Flintstones,,1994-05-26,91,341631208,46000000
352,356,Forrest Gump ,"Comedy,Romance,War",1994-07-06,142,677945399,55000000
353,357,Four Weddings and a Funeral ,"Comedy,Romance",1994-03-09,117,254700832,6000000
354,358,Higher Learning ,Drama,1995-01-11,127,38290723,0
355,359,I Like It Like That ,"Comedy,Drama,Romance",1994-10-14,104,1777020,0
356,360,I Love Trouble ,"Action,Comedy",1994-06-29,123,0,45000000
357,361,It Could Happen to You ,"Drama,Romance",1994-07-29,101,0,0
358,362,Jungle Book,,1994-12-23,111,0,0
359,363,Wonderful,,1993-09-11,180,449707,0
360,364,Lion King,,1994-06-23,89,788241776,45000000
361,365,Little Buddha ,Drama,1993-12-01,140,4858139,35000000
362,366,Wes Craven's New Nightmare ,Horror,1994-10-14,112,18090181,14000000
363,367,Mask,,1994-07-29,101,351583407,23000000
364,368,Maverick ,"Action,Comedy,Western",1994-05-20,127,0,0
365,369,Mrs. Parker and the Vicious Circle ,Drama,1994-09-07,125,0,0
366,370,Naked Gun 33 1/3: The Final Insult ,Comedy,1994-03-18,83,51132598,30000000
367,371,Paper,,1994-03-18,112,0,6000000
368,372,Reality Bites ,"Comedy,Drama",1994-02-18,99,20079850,11500000
369,373,Red Rock West ,Thriller,1993-06-16,98,2000000,8000000
370,374,Richie Rich ,"Children's,Comedy",1994-12-19,95,0,40000000
371,375,Safe Passage ,Drama,1994-12-01,98,0,0
372,376,River Wild,,1994-09-30,108,0,0
373,377,Speed ,"Action,Romance,Thriller",1994-06-09,116,350448145,30000000
374,378,Speechless ,"Comedy,Romance",1994-12-16,99,0,0
375,379,Timecop ,"Action,Sci-Fi",1994-09-15,99,101646581,27000000
376,380,True Lies ,"Action,Adventure,Comedy,Romance",1994-07-14,141,378882411,115000000
377,381,When a Man Loves a Woman ,Drama,1994-04-29,126,50021959,0
378,382,Wolf ,"Drama,Horror",1994-06-17,125,0,0
379,383,Wyatt Earp ,Western,1994-06-24,191,25052000,63000000
380,384,Bad Company ,Action,1995-01-20,108,0,0
381,385,Man of No Importance,,1994-12-22,99,953,0
382,386,S.F.W. ,Drama,1994-09-15,96,0,0
383,387,Low Down Dirty Shame,,1994-11-23,100,29392418,10000000
384,388,Boys Life ,Drama,1994-09-30,91,0,0
385,389,Colonel Chabert,,1994-01-01,110,0,0
386,390,Faster Pussycat! Kill! Kill! ,"Action,Comedy,Drama",1965-08-06,83,0,45000
387,391,Jason's Lyric ,"Crime,Drama",1994-09-28,119,20851521,7000000
388,392,Secret Adventures of Tom Thumb,,1993-12-10,61,0,0
389,393,Street Fighter ,Action,1994-12-22,102,99423521,35000000
390,394,Coldblooded ,Action,1995-09-15,92,0,0
391,395,Desert Winds ,Drama,1997-12-31,97,0,0
392,396,Fall Time ,Drama,1995-05-13,88,0,0
393,397,Fear,,1995-01-20,98,0,0
394,398,Frank and Ollie ,Documentary,1995-10-20,89,0,0
395,399,Girl in the Cadillac ,Drama,1995-10-24,89,0,0
396,400,Homage ,Drama,1995-05-03,97,0,0
397,401,Mirage ,"Action,Thriller",1995-11-21,92,0,0
398,402,Open Season ,Comedy,1996-05-03,97,0,0
399,403,Two Crimes ,"Comedy,Crime,Drama",1995-05-26,0,0,0
400,404,Brother Minister: The Assassination of Malcolm X ,Documentary,1995-03-01,115,0,0
401,405,Highlander III: The Sorcerer ,"Action,Sci-Fi",1994-11-29,99,36800000,26000000
402,406,Federal Hill ,Drama,1995-02-24,97,0,0
403,407,In the Mouth of Madness ,"Horror,Thriller",1994-12-12,95,8946600,8000000
404,408,8 Seconds ,Drama,1994-02-25,105,0,0
405,409,Above the Rim ,Drama,1994-03-23,96,0,0
406,410,Addams Family Values ,Comedy,1993-11-19,94,48919043,0
